jp	tw	en	kr
七分間で終戦	七分鐘後戰爭結束	7-Minute War	7분 만에 종전
前日から眠れない	整晚太興奮都沒有睡	No Sleep For Days	잠 못 이루는 전날
手作り喫茶でお揃いの制服	一起當飲料攤販店員	Cafe Coworkers	수제 찻집에서 함께
お会計で触れ合う手	結帳時碰到了妳的手	Hands on the Check	계산 시 닿은 손
何度計算しても合わない売上	算再多次金額都不對	Miscalculated Bill	할 때마다 틀리는 정산
終わりを告げるチャイム	活動結束的校園鐘聲	Day's End Chime	종료를 알리는 종소리
片付けまでが文化祭	收拾完畢才能夠回家	School Festival Cleanup	뒷정리까지가 학교 축제
待ちに待った北海道	期待了好久的北海道	Long-Awaited Trip	기다리고 기다린 홋카이도
勢いで買った木彫りの熊	一時衝動買了木雕熊	Impulse Souvenir	산 뒤에 후회한 곰 목상
シーズン外のラベンダー畑	來錯時機的薰衣草田	Out-of-Season Bloom	개화 시기 전의 라벤더밭
一大イベントまくら投げ	行程重頭戲枕頭大戰	The Great Pillow Fight	빅 이벤트 베개 싸움
帰りの飛行機は全員熟睡	回程的飛機全員狂睡	In-Flight Slumber	귀갓길 비행기에서 숙면
勇気を出して呼び出し	鼓起勇氣的邀約	Courageous Call	용기를 내어 호출
告白の結果やいかに	告白後的結果是	The Dreaded Reply	고백의 결과는…?
「ごめんなさい」	「對不起」	"I'm Sorry, But..."	「미안해」
勇気を出して呼び出し	鼓起勇氣的邀約	Courageous Call	용기를 내어 호출
告白の結果やいかに	告白後的結果是	The Dreaded Reply	고백의 결과는…?
「恥ずかしいからちょっと…」	「雖然你人很好…」	"Not My Type"	「내 스타일이 아니야」
勇気を出して呼び出し	鼓起勇氣的邀約	Courageous Call	용기를 내어 호출
告白の結果やいかに	告白後的結果是	The Dreaded Reply	고백의 결과는…?
「友達のままじゃダメ？」	「不能只當朋友嗎？」	"Just Friends?"	「친구 사이로 지내자」
告白スポットにて待つ	在告白聖地等待著	Waiting at the Spot	고백 명소에서 기다리며
上がり続ける心拍数	不停加速的心跳聲	Rising Heart Rate	빨라지는 두근거림
時間通りに来る彼女	準時前來的那個她	She Actually Came?!	제시간에 온 그녀
勇気と共に踏み出す一歩	鼓起勇氣邁出一步	One Brave Step	용기를 내어 한 걸음
背中を押す桜吹雪	推我一把的櫻花雪	Scattered Sakura	응원해주는 벚꽃 잎
影から見守る友人たち	默默守護我的朋友	Moral Support	멀리서 지켜보는 친구들
風の音でかき消される告白	被風聲埋沒的告白	Unheard Confession	바람 소리에 가려진 고백
片思い卒業証書 授与	獲得單戀畢業證書	No Longer Single?	짝사랑 졸업증서 수여
7000万人のハッピー！	7000萬人的HAPPY！	Joy of 70 Million!	7000만명의 해피!
死者の行進 極ムズ	死者的遊行 極難	Parade of the Dead (Deadly)	망자의 행진 극난도
ハニートラップ 極ムズ	美人計 極難	Honey Trap (Deadly)	허니 트랩 극난도
N-1グランプリ 極ムズ	N-1盃 極難	N-1 Grand Prix (Deadly)	N-1 그랑프리 극난도
ハネムーンは濃霧の湖	濃霧中的湖泊度蜜月	Foggy Lake Honeymoon	신혼여행은 안개 낀 호수
祝福する大量のカラス	前來祝福的大量烏鴉	Crow Murder's Blessing	많은 까마귀들의 축복
建付けの悪いコテージ	房門關不緊的大別墅	Dilapidated Cottage	삐걱거리는 별장
尽きる薪、途絶える明かり	彷彿風中的殘餘燭光	Dying Embers	사그라드는 불빛
全員無事帰還	所有人通通平安到家	All Home Safe	모두 건강히 귀가
ハネムーンは秘境の村	秘境村莊度蜜月	Hidden Village Honeymoon	신혼여행은 한적한 마을
コノ先、電波通用セズ	這裡收不到訊號	No Reception Ahead	통화권 이탈 구역
死霊と記念撮影	和阿飄拍紀念照	Post-Mortem Portrait	경고하는 주민들
軋む畳と四十肩	腳步聲與四十肩	Creaking Tatami	들려오는 괭이 소리
霊と無邪気に鬼ごっこ	和幽靈玩鬼抓人	Playtime with the Spirits	달콤한 향기에 취해
ツーブロック市松人形	二分區髮型鬼娃	Dolly With a Fade	홀린 듯이 산속으로
命がけのかくれんぼ	拿生命玩躲貓貓	Life, Death, Hide, Seek	정신을 차려보니 동굴
盛り塩をつまみ食い	鹽米當作下酒菜	Salt by the Mouthful	동굴에서 마주친 것은
井戸の底はぬか床	水井底有米糠床	The Pickling Well	어둠 속 수많은 고양이 눈
お土産抱えて無事帰宅	抱土產安全到家	Home Bearing Gifts	캣닢 한가득 무사 귀가
310-00	310-00	310-00	310-00
310-01	310-01	310-01	310-01
310-02	310-02	310-02	310-02
311-00	311-00	311-00	311-00
311-01	311-01	311-01	311-01
311-02	311-02	311-02	311-02
最強の猛獣	最強猛獸	The Strongest Behemoth	최강의 맹수
猛毒怪鳥	劇毒怪鳥	Venomous Duck	맹독의 괴조
2つの巨影	兩大黑影	Two Great Shadows	두 개의 큰 그림자
挑戦！序ノ口	挑戰！序之口	Match: Jonokuchi	도전! 태백장사
挑戦！十両	挑戰！十兩	Match: Juuryou	도전! 금강장사
挑戦！大関	挑戰！大關	Match: Ozeki	도전! 한라장사
挑戦！横綱	挑戰！橫綱	Match: Yokozuna	도전! 백두장사
経験は小悪魔の誘惑	經驗是小惡魔的誘惑	Imp's Temptation	경험은 소악마의 유혹
経験は魔性の誘惑	經驗可是魔性的誘惑	Demon's Temptation	경험은 마성의 유혹
経験は魔王の誘惑	經驗正是魔王的誘惑	Archfiend's Temptation	경험은 마왕의 유혹
よどみ原色ケーキ	清一色樸素蛋糕	Plain-Looking Cake	블러드 케이크
カカオ0％チョコ	不含可可巧克力	Cacao-less Chocolate	카카오 0% 초콜릿
加重グミ	保證咬不動軟糖	Heavy Gummy	고무 젤리
銀歯キャラメル	銀牙造型牛奶糖	Silver-Tooth Caramel	발치 탕후루
リアル人形焼	真人再現人形燒	Living Cookie Man	석탄 쿠키
築10年お菓子の家	屋齡10年糖果屋	Decrepit Gingerbread House	유통기한 지난 과자의 집
世界中の目覚まし遅らせちゃうぞ	讓所有人睡過頭	Worldwide Oversleep	온 세상 알람 시계 늦추기
海水をゼリーにしちゃうぞ	讓海水變成果凍	Jellified Oceans	바닷물을 젤리로 만들기
地球の自転を止めちゃうぞ	讓地球停止自轉	Standstill Earth	지구 자전 멈춰버리기
2012年デビュー	2012年推出	2012 Debut	2012년 데뷔
2013年デビュー	2013年推出	2013 Debut	2013년 데뷔
2014年デビュー	2014年推出	2014 Debut	2014년 데뷔
2015年デビュー	2015年推出	2015 Debut	2015년 데뷔
2016年デビュー	2016年推出	2016 Debut	2016년 데뷔
2017年デビュー	2017年推出	2017 Debut	2017년 데뷔
2018年デビュー	2018年推出	2018 Debut	2018년 데뷔
2019年デビュー	2019年推出	2019 Debut	2019년 데뷔
2020年デビュー	2020年推出	2020 Debut	2020년 데뷔
2021年デビュー	2021年推出	2021 Debut	2021년 데뷔
2022年デビュー	2022年推出	2022 Debut	2022년 데뷔
侵略のはじまり	侵略的開始	Beginning of the Invasion	침략의 시작
集まれ!にゃんこ軍団	集合啦!貓咪軍團	Cat Army, Unite!	냥코 군단 집합!
出陣	出陣	Deployment	출진
日本侵略!	征服世界!	World Invasion	세계 침략!
大地揺るがす猛者たち	震撼大地的猛者們	Beasts that Shake the Earth	대지를 흔드는 강자들
ガマトト探検♪	加碼多多探險♪	Gamatoto Adventure	가마토토 탐험
西表島の戦い	月球之戰	Lunar Battle	달에서의 전투
終わりの会	結束之會	The Final Meeting	종례
祝！10周年！！	賀！10週年！！	10 Years of Fun!	축! 10주년!!
1秒で5000件に配達	1秒發送5000件	5000 Presents per Sec.	초당 5000건 배달
寝ない子供	不睡覺的小朋友	Sleepless Children	올나이트 베이비
プレゼントの高額化	禮物價格又上漲	Returning Gifts	선물 인플레이션
トナカイたちのスト	馴鹿集體鬧罷工	Reindeer on Strike	순록노조 총파업
報酬はみんなの笑顔	笑容是最棒回禮	Gift of Smiles	아이들의 함박웃음
天災の七光り 超極ムズ	天災七道光 超極難	Seven Lights of Doom (Merciless)	무지개빛 천재지변 초극난도
ギリギリ5位	剛好第五名	Just Barely #5	아슬아슬 5위
またしても4位	又是第四名	#4 Yet Again	이번에도 4위
どうしても3位	總是第三名	Unfortunately #3	애썼지만 3위
涙の2位	居然第二名	So #2 You Want to Cry	눈물의 2위
仰天の1位	天啊第一名	Astonishingly #1	드디어 1위
出番なし	今年沒出場	Unseen in 2022	순위 광탈
祝！8000万人達成！	賀！突破8000萬人	Grats! 80 Million DLs!	축! 8000만명 달성!
暮れなずむ町の中	一生一起走的朋友	Town at Midnight	노을진 거리에서
空へ翼はためかせ	如同風箏翱翔藍天	Flapping Wings in the Sky	하늘을 향해 날개를 펴고
旅立ちの時	迎風啟程一同出發	On a Journey	새로운 여정으로
勇気を出して呼び出しリベンジ	鼓起勇氣再次邀約	One More Courageous Call	용기를 내어 호출 리벤지
告白の結果やいかに	告白後的結果是	The Dreaded Reply	고백의 결과는…?
やっぱり「ごめんなさい」	還是一句「對不起」	"I Really Am Sorry"	이번에도 「미안해」
勇気を出して呼び出しリベンジ	鼓起勇氣再次邀約	One More Courageous Call	용기를 내어 호출 리벤지
告白の結果やいかに	告白後的結果是	The Dreaded Reply	고백의 결과는…?
「今は勉強が忙しいの」	「我想專心念書」	"I'm Busy Studying Now"	「학업에 집중하자」
勇気を出して呼び出しリベンジ	鼓起勇氣再次邀約	One More Courageous Call	용기를 내어 호출 리벤지
告白の結果やいかに	告白後的結果是	The Dreaded Reply	고백의 결과는…?
「そういう風に見れないの」	「我只把你當朋友」	"I Don't See You That Way"	「이성으로 느껴지지 않아」
魔獣の舌先	魔獸的舌尖	Tip of the Beast’s Tongue	마수의 혓바닥
地を鳴らす巨拳	震撼大地的巨拳	Earthshaking Fist	땅을 울리는 주먹
奏でるは迅雷の音	演奏聲像轟雷巨響	Performant Thunderclap	울려퍼지는 우렛소리
突然変異Lv.1	突然變異Lv.1	Mutation Lv.1	돌연변이 Lv.1
突然変異Lv.2	突然變異Lv.2	Mutation Lv.2	돌연변이 Lv.2
突然変異Lv.3	突然變異Lv.3	Mutation Lv.3	돌연변이 Lv.3
突然変異Lv.4	突然變異Lv.4	Mutation Lv.4	돌연변이 Lv.4
突然変異Lv.5	突然變異Lv.5	Mutation Lv.5	돌연변이 Lv.5
突然変異Lv.6	突然變異Lv.6	Mutation Lv.6	돌연변이 Lv.6
突然変異Lv.7	突然變異Lv.7	Mutation Lv.7	돌연변이 Lv.7
突然変異Lv.8	突然變異Lv.8	Mutation Lv.8	돌연변이 Lv.8
突然変異Lv.9	突然變異Lv.9	Mutation Lv.9	돌연변이 Lv.9
突然変異Lv.MAX	突然變異Lv.MAX	Mutation Lv.MAX	돌연변이 Lv.MAX
ネコエッグ進化への道 激ムズ	彩蛋貓進化之路 困難	Hardboiled Eggs (Expert)	고양이 에그 진화로의 길 고난도
ネコエッグ進化への道 超激ムズ	彩蛋貓進化之路 超級難	Hardboiled Eggs (Insane)	고양이 에그 진화로의 길 초고난도
WANLAND２号店 超極ムズ	WANLAND 2號店 超極難	Dogsville Annex (Insane)	WANLAND 2호점 초극난도
ナンバーWAN 超極ムズ	NUMBER汪 超極難	Top Dog (Insane)	No.WAN 초극난도
＋Lv45解放への道	＋LV45解放之路	Path to +45	 +Lv.45 해방의 길
＋Lv50解放への道	＋LV50解放之路	Path to +50	 +Lv.50 해방의 길
＋Lv55解放への道	＋LV55解放之路	Path to +55	 +Lv.55 해방의 길
＋Lv60解放への道	＋LV60解放之路	Path to +60	 +Lv.60 해방의 길
大魔王Ⅰ 極ムズ	大魔王Ⅰ 極難	Infernal Tyrant 1 (Deadly)	대마왕 Ⅰ 극난도
大魔王Ⅱ 超極ムズ	大魔王Ⅱ 超極難	Infernal Tyrant 2 (Merciless)	대마왕 Ⅱ 초극난도
大魔王Ⅲ 超極ムズ	大魔王Ⅲ 超極難	Infernal Tyrant 3 (Merciless)	대마왕 Ⅲ 초극난도
大魔王決戦 神ムズ	決戰大魔王 無敵困難	Infernal Tyrant Climax (Brutal)	대마왕 결전 신난도
祝！１０と１/２周年！！			
進撃の魔渦 超極ムズ	進擊的魔漩渦 超極難	Wrath of Hell (Merciless)	진격의 악마소용돌이 초극난도
絶撃の魔渦 超極ムズ	絕擊的魔漩渦 超極難	Fury of Hell (Merciless)	절격의 악마소용돌이 초극난도
下水道から花婿入場	新娘從下水道進場	Groom in the Sewers	하수구에서 등장하는 신부
腐肉のフルコース	酸臭味的滿漢全席	All You Can Eat Rancid Meat	상한 고기 뷔페
正気じゃない伯父さんの祝辞	致詞的是怪怪伯父	Crazy Uncle's Toast	정신줄 놓은 축사
ケーキカットはチェーンソーで	切蛋糕居然用電鋸	Chainsaw to Wedding Cake	전기톱 케이크 커팅
暗黒密室ブーケトス	全黑密室裡丟捧花	Bouquet Toss in the Dark	암흑 밀실 부케 던지기
8/29 観察日記とドリルとプリント	8/29 觀察研究&勞作&習題	8/29 Journal, Drills, Printout	개학 3일 전: 체험학습 보고서
8/30 読書感想文と自由研究と絵日記	8/30 讀書心得&生活日記	8/30 Report, Self-Study, Sketches	개학 2일 전: 독후감, 그림일기
8/31 逃走	8/31 逃避現實	8/31 Escape	개학 1일 전: 현실 도피
牙研ぐ死海魚	磨牙的死海魚	Sharp-Toothed Death Fish	기회를 노리는 사해어
怒れる爆震撃	憤怒的爆震擊	Angry Explosion	분노하는 폭진격
呪炎狂宴	咒炎狂宴	Cursed Flaming Party	주염광연
妖怪大王Ⅰ 極ムズ	妖怪大王Ⅰ 極難	Ghost King I (Deadly)	요괴 대왕 Ⅰ 극난도
妖怪大王Ⅱ 超極ムズ	妖怪大王Ⅱ 超極難	Ghost King II (Merciless)	요괴 대왕 Ⅱ 초극난도
妖怪大王Ⅲ 超極ムズ	妖怪大王Ⅲ 超極難	Ghost King III (Merciless)	요괴 대왕 Ⅲ 초극난도
妖怪大王決戦 神ムズ	決戰妖怪大王 無敵困難	Ghost King Finale (Brutal)	요괴 대왕 결전 신난도
再起動 Lv.1	重新啟動 Lv.1	Hard Restart Lv.1	재시동 Lv.1
再起動 Lv.2	重新啟動 Lv.2	Hard Restart Lv.2	재시동 Lv.2
再起動 Lv.3	重新啟動 Lv.3	Hard Restart Lv.3	재시동 Lv.3
再起動 Lv.4	重新啟動 Lv.4	Hard Restart Lv.4	재시동 Lv.4
再起動 Lv.5	重新啟動 Lv.5	Hard Restart Lv.5	재시동 Lv.5
再起動 Lv.6	重新啟動 Lv.6	Hard Restart Lv.6	재시동 Lv.6
再起動 Lv.7	重新啟動 Lv.7	Hard Restart Lv.7	재시동 Lv.7
再起動 Lv.8	重新啟動 Lv.8	Hard Restart Lv.8	재시동 Lv.8
再起動 Lv.9	重新啟動 Lv.9	Hard Restart Lv.9	재시동 Lv.9
再起動 Lv.MAX	重新啟動 Lv.MAX	Hard Restart Lv.MAX	재시동 Lv.MAX
世紀末 超極ムズ	絕望世界 超極難	Century's End (Insane)	세기말 초극난도
デーモンイレイザー 超極ムズ	惡魔橡皮擦 超極難	Demon Eraser (Insane)	데몬 이레이저 초극난도
ハイパーバーサーカー 超極ムズ	超級狂戰士 超極難	Hyperberserker (Insane)	하이퍼 버서커 초극난도
デビストリングス 超極ムズ	步行惡魔 超極難	Devilish Strides (Insane)	데비스트링스 초극난도
来怨キング 超極ムズ	獅子魔王 超極難	Ruthless Tyrant (Insane)	라이블온 킹 초극난도
アポカリプス 超極ムズ	啟示錄 超極難	Apocalypse (Insane)	아포칼립스 초극난도
漂流恐失 超極ムズ	恐怖無人島 超極難	Adrift in Fear (Insane)	호러 아일랜드 초극난도
悪色吐息 超極ムズ	可怕嘆息 超極難	Spitting Death (Insane)	디아볼릭 브레스 초극난도
邪神暴走 超極ムズ	暴走邪神 超極難	Titanic Rampage (Insane)	사신 폭주 초극난도
400mリレー 第1走者	400公尺接力 第一棒	400m Relay: Fast Start	400m 계주 1번주자
800mリレー  第1走者	800公尺接力 第一棒	800m Relay: Fast Start	800m 계주 1번주자
1600mリレー 第1走者	1600公尺接力 第一棒	1600m Relay: Fast Start	1600m 계주 1번주자
ガシャーン！		CLANG!!!	쨍!
パリーン！		CRACK!!!	짜각!
ドカーン！		BANG!!!	쩌적!
チャリーン！		CLINK!!!	쨍그랑!
ドンガラガッシャーン！		CRASH!!!	와장창!
大王の化身があらわれた！		King's Mimic Appears!	대왕의 화신이 나타났다!
ネコのこうげき！		Cat's All-Out Attack!	고양이의 공격!
化身はひらりと身をかわした		Mimic's Nimble Dodge!	화신은 가볍게 몸을 피했다
化身は不気味に微笑んでいる		Mimic's Sly Smirk	화신은 기분 나쁘게 웃고 있다
ネコはどうしていいかわからない		Cat Hesitates...	고양이는 어쩔 줄 모르고 있다
化身は高らかに笑っている		Mimic's Mockery	화신은 크게 웃고 있다
ネコはにげだしたい！		Cat Attempts Escape!	고양이는 도망치고 싶다!
化身はちからをためている		Mimic Gathers Power	화신은 힘을 모으고 있다
ネコたちはちからをあわせた！		Cats Stand Together	고양이들은 힘을 모았다!
かいしんのいちげき！		Super-Critical Hit!	회심의 일격!
わんわん大王の野望		King Doge's Ambition	멍뭉 대왕의 야망
祝！11周年！！		11 Years of Fun!	축! 11주년!!
赤と紫の箱のプレゼント	禮物是紅色和紫色箱子	Red-Purple Present	빨강&보라 선물 상자
青と緑の箱のプレゼント	禮物是藍色和綠色箱子	Blue-Green Present	파랑&초록 선물 상자
黄色い箱のプレゼント	禮物是黃色箱子	Yellow Present	노랑 선물 상자
うっかり5位	不知不覺第五名	Inadvertently 5th Place	얼떨결에 5위
とびだす4位	前兔似錦第四名	Suddenly 4th Place	POP! 4위
万年3位	年年都是第三名	Eternally 3rd Place	만년 3위
おそろい2位	三人行的第二名	Collectively 2nd Place	다 같이 2위
逃げ切り1位	脫穎而出第一名	Elusively 1st Place	연속 1위
アレならず出番なし	一整年都沒出場	Skipped Turn	당연히 순위 광탈
あられやわんわん	冰霰中的狗狗軍團	Hail Doge	우리집 멍뭉이는
勝っても負けても雪降りやまぬ	無論輸贏雪下不停	Snow Falls Forevermore	폭설 강아지
犬は喜び庭埋め尽くし	狗仔們在庭院玩耍	Doge-Packed Garden	우글우글 달려오며 멍멍멍
ネコはこたつで大戦争	貓咪們在家玩貓戰	Cats Warmly Battling	깨물면서 반갑다고 멍멍멍
旧正月の大安売り	農曆新年大特賣	Lunar New Year Blowout	설 맞이 특별 세일
アクセス集中でサイトダウン	網頁被大家塞爆	DDoS Takedown	주문 폭주로 서버 다운
欲しいサイズだけ完売	獨缺想買的尺寸	Sold-Out Size	원하는 사이즈만 품절
送料のほうが高い	運費比商品還貴	Spendy Postage	상품보다 비싼 배송비
祝！9000万人達成！	賀！突破9000萬人	90 Million DL Celebration!	축! 9000만명 달성!
舞い降りた厄災		Impending Calamity	재앙 강림
世界を包む暗雲		Dark Clouds Rising	세계를 뒤덮은 암운
崩れゆく街		Decaying Town	붕괴되는 마을
乱れる時間		Age of Havoc	뒤틀리는 시공간
ネコたちは力を合わせた		The Cats Allied	고양이들은 힘을 모았다
祝！11と1/2周年！！			
371-00		Sender Unknown	
生贄信仰の村に来てしまった	誤入祭祀文化的村落	Village of Sacrifice	산제물 마을로 허니문
村を出たくば生贄をささげよ	想離開就要獻上祭品	Offer Sacrifice to Leave	돌아가려면 제물이 필요
元カレを捧げる	對不起了分手前男友	Ex-Boyfriend Offering	전남친을 바쳤다
生贄信仰の村に来てしまった	誤入祭祀文化的村落	Village of Sacrifice	산제물 마을로 허니문
村を出たくば生贄をささげよ	想離開就要獻上祭品	Offer Sacrifice to Leave	돌아가려면 제물이 필요
義理の母を捧げる	對不起了心愛的婆婆	Mother-In-Law Offering	주례 선생님을 바쳤다
生贄信仰の村に来てしまった	誤入祭祀文化的村落	Village of Sacrifice	산제물 마을로 허니문
村を出たくば生贄をささげよ	想離開就要獻上祭品	Offer Sacrifice to Leave	돌아가려면 제물이 필요
新郎を捧げる	對不起了我的另一半	Bridegroom Offering	신랑을 바쳤다
ベビーファースト 超極ムズ	孩童優先 超極難	Babies First (Merciless)	베이비 퍼스트 초극난도
バブフェッショナル 超極ムズ	嬰語專家 超極難	Professional Babbler (Merciless)	옹아리스트 초극난도
悪逆無道 神ムズ	惡逆無道 無敵困難	Treacherous Road (Brutal)	포학무도 신난도
極悪非道 神ムズ	極惡非道 無敵困難	Heinous Road (Brutal)	극악무도 신난도
獄楽浄土 超極ムズ	極樂淨土 超極難	The Pure Land (Merciless)	극락정토 초극난도
WANLAND 超極ムズ	WANLAND 超極難	Dogsville (Merciless)	WANLAND 초극난도
I'll Bee Bug 超極ムズ	I'll Bee Bug 超極難	I'll Be Bug (Merciless)	I'll Bee Bug 초극난도
田舎の深い闇	鄉下可怕的地方	Dark Country Roads	깊은 밤 시골길
修理されない街灯	沒人修理的路燈	Dilapidated Streetlamps	깜빡거리는 가로등
誰かが棲んでる廃屋	有人在的廢棄屋	Abandoned but Occupied	인기척이 느껴지는 폐가
聖★おねえさん 超極ムズ	聖女★小姐姐 超極難	Divine Daughter (Merciless)	교회★언니 초극난도
天使に闇ソングを 超極ムズ	獻給天使邪惡之歌 超極難	Requiem for Angels (Merciless)	천사의 장송곡 초극난도
食料を求めて	四處尋找食物	Hunt for Sustenance	식량을 찾아서
ネコの川流れ	貓咪也會溺水	Current-Carried Cats	강 건너 돌구경
砕けぬ岩 砕けそうな心	石不碎我心碎	Unbroken Rock, Broken Heart	석풍당당
激流ニモ負ケズ	奮力對抗激流	Resist the Raging Current	될성부른 통나무
I'll Big Bug 超極ムズ	I'll Big Bug 超極難	I'll Big Bug (Merciless)	I'll Big Bug 초극난도
Be Bee クイーン 超極ムズ	Be Bee Queen 超極難	Be Bee Queen (Merciless)	Be Bee 퀸 초극난도
ネコ屋台進化への道1 超極ムズ	叫賣貓進化之路1 超級難	Stalled Evolution 1 (Insane)	타코야끼냥 진화로의 길 1 초극난도
ネコ屋台進化への道2 超極ムズ	叫賣貓進化之路2 超級難	Stalled Evolution 2 (Insane)	타코야끼냥 진화로의 길 2 초극난도
薩摩芋国	薩摩番薯國	Satsuma Imo Domain	
阿火山国	五岳火山國	Ahosan Domain	
明太国	明太子之國	Mentai Domain	
福之国	幸福河豚國	Fuku Domain	
橙国	滿是柑橘國	Daidai Domain	
卯曇国	烏龍麵之國	U-don Domain	
紅葉国	紅葉饅頭國	Koyo Domain	
港国	漁獲豐收國	Minato Domain	
食道楽国	饕客天堂國	Shokudoraku Domain	
大湖国	琶琵湖泊國	Ogo Domain	
赤の知将 中級	紅色的智將 中級	The Red General (Normal)	
赤の知将 超上級	紅色的智將 超高級	The Red General (Veteran)	
赤の知将 超激ムズ	紅色的智將 超級難	The Red General (Insane)	
鬼面の猛将 超上級	鬼面具的猛將 超高級	Demon-Masked Lord (Veteran)	
鬼面の猛将 超激ムズ	鬼面具的猛將 超級難	Demon-Masked Lord (Insane)	
鬼面の猛将 極ムズ	鬼面具的猛將 極難	Demon-Masked Lord (Deadly)	
蛍烏賊国	螢光烏賊國	Hotaruika Domain	
御茶国	甘甜綠茶國	Ocha Domain	
高層国	高樓大廈國	Taka Domain	
蒟蒻国	健康蒟蒻國	Nyaku Domain	
鯉国	錦鯉養殖國	Koi Domain	
牛舌国	炭烤牛舌國	Gyusetsu Domain	
切丹保国	烤米棒之國	Settanbo Domain	
冷麺国	酸辣冷麵國	Reimen Domain	
津海国	津津海峽國	Tsukai Domain	
最強之国	自然最強國	Saikyo Domain	
覇王の野望 中級	霸王的野心 中級	Despot's Ambition (Normal)	
覇王の野望 激ムズ	霸王的野心 困難	Despot's Ambition (Expert)	
覇王の野望 極ムズ	霸王的野心 極難	Despot's Ambition (Deadly)	
覇王の野望 超極ムズ	霸王的野心 超級難	Despot's Ambition (Merciless)	
祝！12と1/2周年！！			
百獣王Ⅰ 極ムズ	百獸之王Ⅰ 極難	King of the Beasts I (Deadly)	백수의 왕 Ⅰ 극난도
百獣王Ⅱ 超極ムズ	百獸之王Ⅱ 超極難	King of the Beasts II (Merciless)	백수의 왕 Ⅱ 초극난도
百獣王Ⅲ 超極ムズ	百獸之王Ⅲ 超極難	King of the Beasts III (Merciless)	백수의 왕 Ⅲ 초극난도
百獣王決戦 神ムズ	決戰百獸之王 無敵困難	King of the Beasts: Final Bout (Brutal)	백수의 왕 결전 신난도
春の思い出	春天的回憶	Memories of Spring	봄의 추억
夏の思い出	夏天的回憶	Memories of Summer	여름의 추억
秋の思い出	秋天的回憶	Memories of Fall	가을의 추억
冬の思い出	冬天的回憶	Memories of Winter	겨울의 추억
最後の屍者 超極ムズ	最後的屍者 超極難	The Final Corpse (Merciless)	최후의 망자 초극난도
まごころをネコに 超極ムズ	真心為貓 超極難	With Sympathy (Merciless)	진심을 고양이에게 초극난도
本能解放への道	本能解放之路	Journey to Talent	본능 해방의 길
本能解放への道	本能解放之路	Journey to Talent	본능 해방의 길
祝！1億人達成！	賀！突破1億人	Grats! 100 Million DLs!	축! 1억명 달성!
おいしいだけじゃつまらない			
水面に映る黒い影			
黒き者たちの侵略			
押し寄せる黒い波			
黒色に染まる戦場			
終局を迎える黒船			
水面に映る赤い影			
赤き者たちの侵略			
押し寄せる赤い波			
赤色に染まる戦場			
終局を迎える赤船			
水面に映る蒼い影			
蒼き者たちの侵略			
押し寄せる蒼い波			
蒼色に染まる戦場			
終局を迎える蒼船			
決断を迫る提督 中級			
決断を迫る提督 激ムズ			
決断を迫る提督 極ムズ			
決断を迫る提督 超極ムズ			
無くなり次第終了	售完為止	First-Come, First-Served	재고 소진 시 증정 종료
差出人不明	寄件者不明	Sender Unknown	보낸이 불명
悪魔の律動 超極ムズ	惡魔律動 超極難	The Devil's Rhythm (Merciless)	악마의 전율 초극난도
第五番破綻調 超極ムズ	第55號交響曲 超極難	Symphony of Bankruptcy (Merciless)	제5번 악단조 초극난도
豪雨発生	豪雨來了	Torrential Rain	호우 발생
大聖魚Ⅰ 極ムズ	大聖魚Ⅰ 極難	Aqua Saint I (Deadly)	대성어 Ⅰ 극난도
大聖魚Ⅱ 超極ムズ	大聖魚Ⅱ 超極難	Aqua Saint II (Merciless)	대성어 Ⅱ 초극난도
大聖魚Ⅲ 超極ムズ	大聖魚Ⅲ 超極難	Aqua Saint III (Merciless)	대성어 Ⅲ 초극난도
大聖魚決戦 神ムズ	決戰大聖魚 無敵困難	Aqua Saint Climax (Brutal)	대성어 결전 신난도
豪華客船を一人乗り	一人獨享豪華郵輪	Yacht for One	나 홀로 초호화 크루즈
ブランド店ごとお買い上げ	整間的名牌我全包	Brand Consumer	명품은 매장째로 구입
オーダーメイドホテル	完全客製化的飯店	Mail-order Hotel	취미는 호텔 수집
世界から集うVIPパーティー	全球VIP專屬派對	Notorious VIP	전 세계에서 모인 VIP 파티
素敵な景色はプライスレス	美麗景色無價之寶	Priceless Scenery	값을 매길 수 없는 경관
デトックスを求めて	追求身心排毒	Desire for Detox	회원권 연회비 1억
ロウリュの洗礼	蒸氣浴的洗禮	Oily Baptism	커스텀 오더 찜질복
身体を叩くヴィヒタ	白樺葉拍身體	Vihta Beating	담당 세신사 50명 대기 중
アウフグースで吹き出す汗	熱波師助飆汗	Aufguss Sauna	순금 사우나 의자
ととのいました	身心狀態極佳	Ready to Go	자꾸 사라지는 실크 100% 수건
祝！1億1000万人達成！			
たまや～ 極ムズ			
たまや～ 超極ムズ			
にゃんこ公式グッズが買える！			
新商品も続々登場！			
欲しいものがきっと見つかる！			
またのご来店お待ちしてます！			
期間限定合作關卡	コラボステージ	Collaboration Stages	콜라보레이션 스테이지
いきなり２等兵			
ピリカラ伍長			
ちゃっかり軍曹			
ヨルデモ曹長			
かけあし中尉			
じぇじぇ少佐			
エンヤコラ大佐			
はげしく幕僚長			
油淋鶏の読み方	幽靈鷙的唸法	How Do You Say Yurinchi?	피닉스와 피크닉
